name,rating,company_type,employee_count,ownership_status,company_age,head_quarters,reviews,salaries,interviews,jobs,benefits
CollegeDekho,3.4,Internet,501-1k Employees,Startup,8 years old,Gurgaon,170,1.2k,30,139,14
Kanwar Enterprises,3.4,Engineering & Construction,201-500 Employees,N/A,26 years old,Noida,170,849,11,2,25
Inventys Research,4.3,Chemicals,51-200 Employees,N/A,17 years old,Mumbai,170,621,3,--,15
Netenrich Technologies,3.8,Software Product,501-1k Employees,N/A,19 years old,San Jose,170,1.8k,15,24,32
Lapiz Digital Services,3.3,BPO,501-1k Employees,N/A,24 years old,Chennai,170,1.1k,7,3,16
Lumax Auto Technologies Ltd,4.1,Auto Components,501-1k Employees,N/A,42 years old,Delhi/NCR,170,775,4,--,9
Dbs Mintek,3.3,Financial Services,1k-5k Employees,Forbes Global 2000,15 years old,Pune,170,1.2k,10,13,16
Tudip Technologies,2.9,IT Services & Consulting,501-1k Employees,N/A,13 years old,Pune,170,1.2k,27,45,19
ASUS,4.4,Consumer Electronics & Appliances,501-1k Employees,N/A,34 years old,Beitou District,170,826,4,1,29
Nuberg Engineering,3.5,Oil & Gas,201-500 Employees,N/A,27 years old,Noida,170,1k,6,4,20
ARCIS e Services,3.6,BPO,201-500 Employees,N/A,36 years old,Gurgaon,170,699,5,--,17
DSM Infocom,2.4,IT Services & Consulting,1k-5k Employees,N/A,19 years old,Heerlen,170,641,3,--,7
NAV Backoffice,3.2,Accounting & Auditing,1k-5k Employees,N/A,32 years old,Jaipur,170,1.2k,11,--,27
HDFC Asset Management Company,3.8,N/A,1k-5k Employees,Public,24 years old,Mumbai,170,986,5,--,27
e-Procurement Technologies,3.5,IT Services & Consulting,501-1k Employees,N/A,17 years old,Ahmedabad,170,819,3,--,16
Rinder India,3.9,Automobile,201-500 Employees,N/A,26 years old,Pune,170,734,--,--,32
Pmkvy,4.0,Education & Training,1-10 Employees,Public,8 years old,Delhi/NCR,170,410,6,--,26
ICICI Merchant Service,3.8,Banking,501-1k Employees,N/A,14 years old,Mumbai,170,682,9,--,27
Adroit Synergies,3.4,BPO,501-1k Employees,N/A,8 years old,Noida,170,827,17,20,18
Atmecs Technologies,3.4,IT Services & Consulting,1k-5k Employees,N/A,10 years old,Santa Clara,170,1.8k,13,133,23
ITC Limited - Paperboards Specialty Papers Division,3.9,Packaging,501-1k Employees,N/A,N/A,N/A,170,895,10,--,27
Jumbotail Technologies,3.7,Retail,201-500 Employees,N/A,8 years old,Bangalore/Bengaluru,170,884,6,90,17
Hill International,4.1,Engineering & Construction,201-500 Employees,Public,47 years old,Philadelphia,169,510,5,3,26
Balaji Enterprises,4.0,Real Estate,11-50 Employees,N/A,32 years old,Mumbai,169,1.3k,6,2,16
CBSI,3.8,Recruitment,501-1k Employees,N/A,25 years old,Bangalore/Bengaluru,169,1.1k,9,2,23
STYLAM Industries,3.5,Engineering & Construction,201-500 Employees,Public,32 years old,Chandigarh,169,966,8,--,12
Wanbury,3.4,Pharma,1k-5k Employees,Public,35 years old,Mumbai,169,785,5,--,25
PIT Solutions,4.6,IT Services & Consulting,501-1k Employees,N/A,23 years old,Rapperswil-Jona,169,604,4,19,80
Global Calcium,3.6,Pharma,501-1k Employees,N/A,53 years old,Bangalore/Bengaluru,169,1.2k,11,9,17
Danone Foods Beverages,3.6,Food Processing,501-1k Employees,Forbes Global 2000,104 years old,Paris,169,883,2,1,16
Hindustan Latex Family Planning Promotion Trust,3.7,Healthcare,1k-5k Employees,N/A,31 years old,Noida,169,618,7,5,23
ITM Group of Institutions,4.0,Education & Training,1k-5k Employees,N/A,32 years old,Mumbai,169,1k,8,1,23
Apcer Life Sciences,3.4,Clinical Research,51-200 Employees,N/A,16 years old,Princeton,169,880,8,--,19
Feedback Energy Distribution Company,3.4,Power,201-500 Employees,N/A,11 years old,Gurgaon/Gurugram,169,731,4,--,18
Resonance Eduventures,4.0,EdTech,51-200 Employees,Public,22 years old,Kota,169,783,4,--,16
Klaus IT Solutions,3.6,IT Services & Consulting,201-500 Employees,N/A,12 years old,Bangalore/Bengaluru,169,1.3k,10,225,15
Smartworks,3.5,Real Estate,201-500 Employees,Startup,7 years old,Gurgaon/Gurugram,169,1.2k,18,56,20
HMEL,4.3,Oil & Gas,1k-5k Employees,N/A,16 years old,Noida,169,762,11,--,35
CPA Global,3.9,IT Services & Consulting,1k-5k Employees,N/A,54 years old,St Helier,169,1.5k,7,1,45
Tops Security,4.0,Law Enforcement & Security,51-200 Employees,N/A,53 years old,Mumbai,169,513,2,--,19
Adda 247,3.5,EdTech,51-200 Employees,Startup,7 years old,Gurgaon,169,809,8,79,13
General Energy Management Systems,3.9,Industrial Machinery,501-1k Employees,N/A,24 years old,Noida,169,814,12,--,24
SRM Technologies Pvt.Ltd,3.6,IT Services & Consulting,1k-5k Employees,Conglomerate,25 years old,Chennai,169,2k,14,15,24
ACS Solution,3.8,IT Services & Consulting,501-1k Employees,N/A,N/A,N/A,169,1.7k,16,98,21
Poonawalla Housing Finance,3.7,Financial Services,201-500 Employees,N/A,N/A,N/A,169,709,6,--,8
Shaw Toyota,4.8,Automobile,11-50 Employees,N/A,6 years old,Pune,169,122,2,--,78
Niine,4.0,Beauty & Personal Care,51-200 Employees,N/A,5 years old,Gurgaon,169,599,9,10,18
Flexituff Ventures International,3.8,Packaging,51-200 Employees,Public,57 years old,Pithampur,168,888,4,--,30
Teleindia Networks,4.0,Telecom,51-200 Employees,N/A,17 years old,Bangalore/Bengaluru,168,1k,4,--,26
Advids,3.7,Marketing & Advertising,201-500 Employees,N/A,14 years old,Palo Alto,168,349,9,69,9
Star Engineers India,3.4,Auto Components,1k-5k Employees,N/A,35 years old,Pune,168,1.2k,5,5,23
Assimilate Solutions,3.7,BPO,1k-5k Employees,N/A,10 years old,Tucson,168,1k,9,20,26
Airbnb,4.1,Internet,1k-5k Employees,N/A,15 years old,San Francisco,168,1.1k,9,7,29
Flexituff Ventures International,3.8,Packaging,51-200 Employees,Public,57 years old,Pithampur,168,888,4,--,30
Fynd,3.0,Internet,501-1k Employees,Public,11 years old,Mumbai,168,943,15,29,25
RM Education Solutions,3.7,Education & Training,1k-5k Employees,N/A,20 years old,Thiruvananthapuram,168,1.6k,10,--,28
TATWA Technologies,3.6,IT Services & Consulting,1k-5k Employees,N/A,21 years old,Bhubaneswar,168,678,8,8,18
Ozone Pharmaceuticals,3.4,Pharma,1k-5k Employees,N/A,32 years old,New Delhi,168,705,1,6,19
VisionTek,3.8,Telecom,501-1k Employees,N/A,30 years old,Hyderabad/Secunderabad,168,892,11,16,21
Ciron Drugs & Pharmaceuticals,3.2,Healthcare,51-200 Employees,N/A,33 years old,Mumbai,168,1.1k,13,6,39
ShipRocket,3.5,Internet,201-500 Employees,Indian Unicorn,11 years old,Delhi,168,1.4k,9,30,19
RMC Readymix,3.8,Building Material,501-1k Employees,N/A,27 years old,Mumbai,168,468,5,--,24
Nippon Express,4.3,Logistics,501-1k Employees,Public,76 years old,Tokyo,168,934,6,1,20
Star Engineers India,3.4,Auto Components,1k-5k Employees,N/A,35 years old,Pune,168,1.2k,5,5,23
Indigo Paints,4.1,Chemicals,51-200 Employees,N/A,23 years old,Pune,168,822,10,--,16
Ck Birla Hospitals,4.0,Healthcare,201-500 Employees,N/A,54 years old,Kolkata,168,790,7,4,28
Indo Amines,3.4,Chemicals,201-500 Employees,Public,44 years old,Thane,168,1.2k,6,10,22
Sraco,4.1,Engineering & Construction,10k-50k Employees,N/A,41 years old,Dammam,168,542,9,--,23
Pharmarack Technologies,3.7,IT Services & Consulting,51-200 Employees,Startup,8 years old,Pune,168,1k,11,6,28
Rainbow Hospital,3.8,Healthcare,1k-5k Employees,N/A,24 years old,Hyderabad,168,984,7,--,11
Balajee Group,3.9,Engineering & Construction,51-200 Employees,N/A,20 years old,Mumbai,168,859,6,3,16
CapeStart,4.6,IT Services & Consulting,501-1k Employees,N/A,9 years old,Cambridge,168,337,13,28,144
Ensono,4.2,IT Services & Consulting,1k-5k Employees,N/A,54 years old,Downers Grove,168,1.7k,6,43,24
ExpertCallers,3.7,N/A,11-50 Employees,N/A,N/A,N/A,168,698,11,5,10
Sakata Inx,4.2,Chemicals,501-1k Employees,N/A,103 years old,Gurgaon/Gurugram,168,1.1k,4,1,20
CSM Technologies,4.0,Software Product,1k-5k Employees,N/A,25 years old,Bhubaneswar,168,1.4k,10,19,25
Avis,3.8,Internet,1k-5k Employees,N/A,77 years old,Parsippany,168,785,2,--,35
Shivani Locks,3.6,Industrial Machinery,1k-5k Employees,N/A,35 years old,Faridabad,167,1.1k,4,--,16
Konica Minolta,4.1,Industrial Machinery,501-1k Employees,N/A,23 years old,Gurgaon/Gurugram,167,913,6,2,31
Touchstone Educationals,3.5,Education & Training,10k-50k Employees,N/A,25 years old,Chandigarh,167,561,11,9,18
TomTom,4.1,IT Services & Consulting,501-1k Employees,Public,32 years old,Amsterdam,167,994,8,7,27
Regency Hospital,4.1,Healthcare,1k-5k Employees,N/A,28 years old,Kanpur,167,797,4,3,18
Al-Futtaim Group,4.3,Retail,501-1k Employees,Conglomerate,93 years old,Dubai,167,532,7,--,33
NBCC,4.1,Real Estate,1k-5k Employees,Fortune India 500,63 years old,Delhi/NCR,167,710,13,--,21
MAN Truck & Bus,3.9,Automobile,201-500 Employees,N/A,265 years old,Munich,167,724,12,--,22
Grassroots BPO,3.9,BPO,501-1k Employees,N/A,12 years old,Bangalore/Bengaluru,167,681,2,16,53
Radium Creation,3.5,Jewellery,501-1k Employees,N/A,32 years old,Navi Mumbai,167,683,2,4,52
Piramal Foundation,4.2,Non-Profit,11-50 Employees,N/A,15 years old,Mumbai,167,767,9,22,19
Ict Sms,3.6,IT Services & Consulting,51-200 Employees,N/A,14 years old,Bangalore/Bengaluru,167,958,2,1,23
WizKlub,3.0,EdTech,11-50 Employees,Startup,5 years old,Bangalore,167,581,16,12,5
CR Asia,4.0,Oil & Gas,201-500 Employees,N/A,32 years old,Bangkok,167,815,8,4,34
Axis Finance,4.1,NBFC,501-1k Employees,N/A,28 years old,Mumbai,167,1.3k,8,2,16
Genisys Group,3.6,IT Services & Consulting,1k-5k Employees,N/A,38 years old,London,167,668,10,6,4
Rakuten Symphony,3.7,Telecom,1k-5k Employees,N/A,2 years old,Tokyo,167,1.5k,11,10,13
Intertrust Group,3.7,Financial Services,N/A,N/A,N/A,N/A,167,1.4k,14,15,18
4B Networks,2.3,Real Estate,501-1k Employees,N/A,N/A,N/A,167,797,7,8,11
Opporture,4.9,Marketing & Advertising,201-500 Employees,N/A,N/A,N/A,167,45,1,--,--
UST BlueConch Technologies,3.6,Software Product,N/A,N/A,N/A,N/A,167,1.1k,8,6,--
Skillmine Technology Consulting,4.1,IT Services & Consulting,501-1k Employees,N/A,12 years old,Bangalore/Bengaluru,166,924,8,35,17
Toyota Material Handling,3.8,Industrial Machinery,201-500 Employees,N/A,67 years old,Gurgaon/Gurugram,166,832,6,--,30
SLK Global Solutions,4.1,N/A,N/A,N/A,N/A,N/A,166,916,4,--,38
ShopX,4.4,Internet,201-500 Employees,Startup,8 years old,Bangalore,166,1k,1,5,22
Taco Bell,4.2,Hospitality,11-50 Employees,N/A,61 years old,Irvine,166,753,16,--,12
Teleone,3.8,Internet,501-1k Employees,N/A,25 years old,Delhi/NCR,166,889,8,--,19
Sunera Technologies,3.6,IT Services & Consulting,1k-5k Employees,N/A,18 years old,Troy,166,2k,18,66,19
Hindustan Pencils,4.2,FMCG,201-500 Employees,N/A,65 years old,Mumbai,166,607,2,9,28
Ican BPO,4.5,BPO,201-500 Employees,N/A,14 years old,Thane,166,320,2,--,21
State Street Global Advisors,3.9,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,N/A,45 years old,Boston,166,2.1k,4,--,34
Indian Steel Corporation,4.1,Iron & Steel,1k-5k Employees,Public,19 years old,Indore,166,905,9,--,22
Ushodaya Enterprises,4.1,FMCG,51-200 Employees,N/A,49 years old,Hyderabad,166,808,3,4,20
Novozymes South Asia,4.1,Biotechnology,501-1k Employees,Forbes Global 2000,23 years old,Bagsværd,166,1.1k,9,--,26
Técnicas Reunidas,4.2,Oil & Gas,5k-10k Employees,N/A,51 years old,Madrid,166,744,14,--,23
Vishay Components,4.1,Electronics Manufacturing,201-500 Employees,N/A,61 years old,Malvern,166,818,8,2,23
Mayoor School,4.7,Education & Training,51-200 Employees,N/A,20 years old,Noida,166,139,1,--,133
Shubhalakshmi Polyesters,3.7,Fashion & Textile,501-1k Employees,Public,44 years old,Mumbai,166,983,4,--,27
Cogenthub,3.2,BPO,51-200 Employees,N/A,7 years old,Kolkata,166,368,10,24,22
Blowhorn,3.9,Logistics,501-1k Employees,Startup,9 years old,Bangalore,166,575,6,32,21
Navi Technologies,2.4,FinTech,1k-5k Employees,Startup,5 years old,Bangalore,166,1.1k,20,70,21
Coding Ninjas,3.8,EdTech,51-200 Employees,Startup,7 years old,New Delhi,166,703,20,46,8
OnMobile Global,3.8,Telecom,501-1k Employees,N/A,23 years old,Bangalore,165,1.7k,7,--,24
FarEye,2.7,IT Services & Consulting,501-1k Employees,Startup,10 years old,Noida,165,1.3k,17,19,21
Shipco Transport,3.8,Logistics,501-1k Employees,N/A,35 years old,Hoboken,165,1.3k,14,3,20
FCI CCM,4.4,IT Services & Consulting,501-1k Employees,N/A,64 years old,New York,165,295,7,2,34
TimesPro,3.5,Education & Training,501-1k Employees,N/A,10 years old,Mumbai,165,817,5,78,7
ECOS (I) MOBILITY & HOSPITALITY,4.2,Sports & Recreation,501-1k Employees,N/A,27 years old,New Delhi,165,496,4,3,12
Charak Pharma,3.8,Healthcare,501-1k Employees,N/A,76 years old,Mumbai,165,744,8,--,25
Nalco,4.0,Metals & Mining,5k-10k Employees,Fortune India 500,42 years old,Bhubaneswar,165,608,17,--,20
Medline Industries,4.1,Medical Equipment,1k-5k Employees,N/A,57 years old,Northfield,165,1.6k,14,5,22
Kraft Heinz Company,4.5,Food Processing,501-1k Employees,Forbes Global 2000,29 years old,Mumbai,165,743,3,5,28
IDMC,3.9,Industrial Machinery,501-1k Employees,N/A,45 years old,Vitthal Udyognagar,165,851,5,--,14
Singareni Collieries Company,4.2,Metals & Mining,10k-50k Employees,State,103 years old,Hyderabad,165,537,8,--,23
Kinetic Engineering,3.5,Auto Components,501-1k Employees,Public,53 years old,Ahmednagar,165,856,6,8,17
Office Beacon,3.3,BPO,501-1k Employees,N/A,22 years old,Vadodara,165,727,5,2,12
GlobusSoft,4.2,IT Services & Consulting,51-200 Employees,N/A,14 years old,Bhilai Nagar,165,666,6,9,46
UGC Supply Chain Solutions,3.6,Logistics,11-50 Employees,N/A,24 years old,Pune,165,963,3,--,20
Varmora Granito,4.3,Building Material,51-200 Employees,N/A,30 years old,Morvi,165,697,4,--,22
Savex Technologies,4.3,IT Services & Consulting,1k-5k Employees,N/A,37 years old,Mumbai,165,955,4,--,28
Drake & Scull International PJSC,3.9,Engineering & Construction,51-200 Employees,N/A,142 years old,Dubai,165,346,1,--,25
Health & Glow,4.1,Beauty & Personal Care,201-500 Employees,N/A,26 years old,Bengaluru/Bangalore,165,1.2k,6,3,19
Escalon Business Services,3.7,Analytics & KPO,501-1k Employees,N/A,17 years old,Mohali,165,826,15,24,38
VIKRAN Engineering & Exim,4.1,Engineering & Construction,51-200 Employees,N/A,15 years old,Thane,165,817,18,--,18
Ibis,4.4,Hospitality,1-10 Employees,N/A,N/A,N/A,165,638,4,1,31
Reecomps Teleservices,3.7,Telecom,1k-5k Employees,N/A,25 years old,Mumbai,165,652,10,1,12
Normet,3.8,Industrial Machinery,1k-5k Employees,N/A,61 years old,Jaipur,164,911,12,8,31
Sun Vacuum Formers,3.8,Auto Components,51-200 Employees,N/A,37 years old,Gurgaon/Gurugram,164,823,12,--,25
Ritz-Carlton,4.0,Hospitality,501-1k Employees,N/A,40 years old,Bengaluru/Bangalore,164,578,2,--,26
AvenData GmbH,3.5,IT Services & Consulting,51-200 Employees,N/A,N/A,N/A,164,501,8,27,16
Impresario Entertainment & Hospitality,3.9,Travel & Tourism,1k-5k Employees,N/A,22 years old,Mumbai,164,766,3,--,23
Incture Technologies,2.6,IT Services & Consulting,501-1k Employees,N/A,17 years old,Bengaluru/Bangalore,164,1.8k,25,67,22
Bacardi,3.9,Beverage,201-500 Employees,Conglomerate,161 years old,Gurgaon/Gurugram,164,766,7,--,25
Travelex,3.6,Financial Services,501-1k Employees,N/A,47 years old,Mumbai,164,1.5k,13,18,34
Hindustan Foods,3.5,FMCG,1k-5k Employees,Public,35 years old,Mumbai,164,1.3k,14,1,24
Spectraforce Technologies,3.7,Recruitment,501-1k Employees,N/A,19 years old,Raleigh,164,1k,18,46,20
Shreya Life Sciences,3.4,Pharma,501-1k Employees,N/A,22 years old,Mumbai,164,641,6,--,19
J. C. Penney,4.3,Retail,501-1k Employees,N/A,121 years old,Plano,164,1.5k,8,37,27
Nisa Industrial Services,4.0,Law Enforcement & Security,51-200 Employees,N/A,50 years old,Mumbai,164,688,3,--,22
National Institute of Technology,4.2,Education & Training,51-200 Employees,Public,16 years old,New Delhi,164,1.3k,4,--,15
Microlink Solutions Private Limited,3.5,IT Services & Consulting,201-500 Employees,N/A,27 years old,Ahmedabad,164,774,6,3,19
Lumino Industries,3.4,Electrical Equipment,51-200 Employees,Public,34 years old,Kolkata,164,733,8,5,12
Integrated Wireless Solutions,3.9,Telecom,501-1k Employees,N/A,19 years old,Noida,164,584,6,2,18
MITA,3.4,Industrial Machinery,51-200 Employees,N/A,24 years old,Cambridge,164,840,4,4,19
Arun Excello,3.6,Real Estate,501-1k Employees,N/A,36 years old,Chennai,164,943,8,1,18
kipi.bi,4.5,IT Services & Consulting,201-500 Employees,N/A,N/A,N/A,164,408,19,2,8
Konexions Back Office Services,3.1,BPO,11-50 Employees,N/A,16 years old,New Delhi,164,1.1k,13,2,17
Livguard,4.0,Electronics Manufacturing,501-1k Employees,Startup,9 years old,Gurgaon,164,964,7,--,13
Vitesco Technologies,4.3,Auto Components,1k-5k Employees,N/A,18 years old,Hannover,164,1.1k,14,13,36
Shalina Healthcare,3.3,Pharma,201-500 Employees,N/A,38 years old,Dubai,164,493,7,6,7
Laxmi Civil Engineering Services,4.3,Engineering & Construction,201-500 Employees,N/A,23 years old,Kolhapur,163,725,6,--,21
Kalyani Forge,3.2,Iron & Steel,501-1k Employees,Public,44 years old,Pune,163,810,9,5,26
Star Wire India,4.2,Industrial Machinery,501-1k Employees,N/A,42 years old,Faridabad,163,1k,11,3,16
British Airways,3.5,Aviation,201-500 Employees,N/A,104 years old,Harmondsworth,163,890,18,1,24
Dayal Fertilizers,4.3,Agro Chemicals,201-500 Employees,N/A,44 years old,Meerut,163,431,10,--,22
Accutest Research Laboratories,3.9,Clinical Research,201-500 Employees,N/A,25 years old,Navi Mumbai,163,875,3,1,15
Laxmi Civil Engineering Services,4.3,Engineering & Construction,201-500 Employees,N/A,23 years old,Kolhapur,163,725,6,--,21
Triveni Turbines,3.7,Electrical Equipment,501-1k Employees,Public,55 years old,Bengaluru/Bangalore,163,1.1k,17,--,27
Vinati Organics,3.8,Chemicals,501-1k Employees,Public,34 years old,Chiplun,163,1.2k,9,--,20
Special Technical Services,4.2,Oil & Gas,201-500 Employees,N/A,43 years old,Muscat,163,613,3,--,22
American Express Global Business Travel,4.1,Travel & Tourism,1k-5k Employees,N/A,7 years old,Gurgaon/Gurugram,163,1.4k,7,19,26
Citizens Alliance,4.5,N/A,501-1k Employees,N/A,8 years old,Kolkata,163,71,5,3,9
JNET Technologies,4.2,IT Services & Consulting,501-1k Employees,N/A,16 years old,Hyderabad/Secunderabad,163,857,5,6,15
Terex,3.9,Industrial Machinery,501-1k Employees,N/A,90 years old,Hosur,163,1.1k,5,2,32
British Airways,3.5,Aviation,201-500 Employees,N/A,104 years old,Gurgaon/Gurugram,163,890,18,1,24
iBall,3.6,Consumer Electronics & Appliances,501-1k Employees,N/A,22 years old,Mumbai,163,666,3,--,10
Kd Logistics,4.2,Logistics,1k-5k Employees,N/A,18 years old,Bhiwandi,163,757,11,2,21
Towell Engineering Group,3.8,Engineering & Construction,51-200 Employees,N/A,22 years old,Muscat,163,557,7,--,35
Balrampur Chini Mills,4.0,Food Processing,1k-5k Employees,Public,48 years old,Kolkata,163,704,12,--,15
APOLLO POWER SYSTEMS,4.0,Electrical Equipment,1k-5k Employees,N/A,38 years old,Hyderabad/Secunderabad,163,635,8,2,14
Clean Harbors,3.5,IT Services & Consulting,501-1k Employees,N/A,43 years old,Hyderabad/Secunderabad,163,1.3k,15,18,28
Chhatrapati Shivaji International Airport,3.8,Real Estate,1k-5k Employees,Public,17 years old,Mumbai,163,1.3k,3,--,24
Annexmed,3.4,BPO,1k-5k Employees,N/A,19 years old,Chennai,163,845,2,3,20
Ceat Specialty Tyres,4.0,Auto Components,51-200 Employees,N/A,99 years old,Ambernath,163,895,11,--,23
Ceat Specialty Tyres,4.0,Auto Components,51-200 Employees,N/A,99 years old,Mumbai,163,895,11,--,23
Tata Play Fiber,4.2,N/A,51-200 Employees,N/A,N/A,N/A,163,849,6,8,16
Home Centre,4.2,Furniture & Furnishing,11-50 Employees,N/A,28 years old,Dubai,162,1.1k,4,1,23
APM Terminals,4.5,Ports & Shipping,501-1k Employees,N/A,22 years old,The Hague,162,732,2,8,22
Webtel Electrosoft,4.1,IT Services & Consulting,201-500 Employees,N/A,23 years old,Delhi/NCR,162,868,7,10,16
HomeShop18,4.2,Internet,501-1k Employees,N/A,15 years old,Noida,162,648,3,--,19
Scope eKnowledge Center,3.6,IT Services & Consulting,201-500 Employees,N/A,36 years old,Chennai,162,768,3,--,20
E2logy Software Solutions,4.5,IT Services & Consulting,51-200 Employees,N/A,18 years old,Ahmedabad,162,217,1,--,94
A.O. Smith,3.9,Consumer Electronics & Appliances,1k-5k Employees,N/A,149 years old,Milwaukee,162,676,3,--,31
Autodesk,4.3,Software Product,1k-5k Employees,Public,41 years old,San Francisco,162,1.7k,15,46,28
GE Transportation,4.2,Industrial Machinery,1k-5k Employees,Public,116 years old,Pittsburgh,162,1.2k,3,--,18
Government of Andhra Pradesh,3.7,Government,1 Lakh+ Employees,Public,70 years old,Velagapudi,162,851,2,2,16
MBL Infrastructure Limited,3.8,Engineering & Construction,201-500 Employees,Public,28 years old,Delhi/NCR,162,579,6,20,41
Med Manor Organics,3.4,Pharma,51-200 Employees,N/A,25 years old,Hyderabad/Secunderabad,162,619,9,--,18
Confederation of Indian Industry,3.5,Law Enforcement & Security,5k-10k Employees,Central,128 years old,Delhi/NCR,162,1.4k,10,8,9
Cogencis Information Services,3.9,IT Services & Consulting,501-1k Employees,N/A,16 years old,Mumbai,162,863,5,12,15
